ลำดับ,คณะ,สาขาวิชา,จำนวนรับ,ว่าง,เงื่อนไขขั้นต่ำ,เกณฑ์การพิจารณา,รหัสคณะ,ประเภท,รหัสหลักสูตร,แหล่งที่มา
1,วิทยาลัยบูรณาการศาสตร์,วท.บ. สาขาวิชาศาสตร์แห่งแผ่นดินเพื่อการพัฒนาที่ยั่งยืน,40,,"1. คุณสมบัติของผู้สมัครต้องเข้าเงื่อนไข ดังนี้ ข้อใดข้อหนึ่ง
&nbsp;&nbsp;&nbsp;&nbsp 1.1 เป็นผู้กำลังศึกษาหรือสำเร็จการศึกษาในระดับ ม.ปลาย หรือ ปวช. และมีเกรดเฉลี่ยสะสม  ไม่ต่ำกว่า 2.75 
&nbsp;&nbsp;&nbsp;&nbsp 1.2 เป็นผู้สำเร็จการศึกษาระดับ ปวส. หรือเทียบเท่าขึ้นไป 
&nbsp;&nbsp;&nbsp;&nbsp 1.3 เป็นผู้มีผลการเรียนในคลังหน่วยกิตของมหาวิทยาลัยเกษตรศาสตร์ และมีเกรดไม่ต่ำกว่า C จำนวนหน่วยกิตรวมไม่น้อยกว่า 9 หน่วยกิต 
&nbsp;&nbsp;&nbsp;&nbsp 1.4 เป็นผู้มีประสบการณ์ทำงานหรือประกอบอาชีพ ซึ่งมีรายได้หรือได้รับค่าตอบแทน มาแล้วไม่ต่ำกว่า 1 ปี 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. ผู้ผ่านการคัดเลือกต้องได้คะแนนรวมไม่ต่ำกว่า 50% จากผลประเมินคะแนนรวมทุกข้อต่อไปนี้
&nbsp;&nbsp;&nbsp;&nbsp 1.1 แฟ้มประวัติผลงานเด่น (Portfolio) จำนวนไม่เกิน 10 หน้า
&nbsp;&nbsp;&nbsp;&nbsp 1.2 เรียงความอธิบายเป้าหมายและเหตุผลของการเรียนต่อที่วิทยาลัยนี้ (Statement of Purpose) ความยาวไม่เกิน 2 หน้า
&nbsp;&nbsp;&nbsp;&nbsp 1.3 การสอบสัมภาษณ์",1,A,10020116210103A,https://admission.ku.ac.th/majors/project/1/
2,คณะเกษตร,วท.บ. สาขาวิชาอาหาร โภชนาการ และการกำหนดอาหาร,18,,"1. กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6  
2. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 2.75 
3. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
5. ประวัติผลงานด้านการเกษตร ความยาวไม่เกิน 10 หน้า รวม 1 ไฟล์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน
2. ประวัติผลงานด้านการเกษตร
3. การสอบสัมภาษณ์",2,A,10020101111802A,https://admission.ku.ac.th/majors/project/1/
3,คณะเกษตร,วท.บ. สาขาวิชาเทคโนโลยีระบบเกษตร,20,,"1. กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6  
2. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 2.75 
3. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
5. ประวัติผลงานด้านการเกษตร ความยาวไม่เกิน 10 หน้า รวม 1 ไฟล์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน
2. ประวัติผลงานด้านการเกษตร
3. การสอบสัมภาษณ์",2,A,10020101500101A,https://admission.ku.ac.th/majors/project/1/
4,คณะเกษตร,วท.บ. สาขาวิชาการจัดการศัตรูพืชและสัตว์,20,,"1. กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6  
2. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 2.75 
3. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
5. ประวัติผลงานด้านการเกษตร ความยาวไม่เกิน 10 หน้า รวม 1 ไฟล์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน
2. ประวัติผลงานด้านการเกษตร
3. การสอบสัมภาษณ์",2,A,10020101500201A,https://admission.ku.ac.th/majors/project/1/
5,คณะเกษตร,วท.บ. สาขาวิชาสัตวศาสตร์อุตสาหกรรม,15,,"1. กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6  
2. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 2.75 
3. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
5. ประวัติผลงานด้านการเกษตร ความยาวไม่เกิน 10 หน้า รวม 1 ไฟล์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน
2. ประวัติผลงานด้านการเกษตร
3. การสอบสัมภาษณ์",2,A,10020101500202A,https://admission.ku.ac.th/majors/project/1/
6,คณะเกษตร,วท.บ. สาขาวิชาเคมีการเกษตร,17,,"1. กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6  
2. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 2.75 
3. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
5. ประวัติผลงานด้านการเกษตร ความยาวไม่เกิน 10 หน้า รวม 1 ไฟล์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน
2. ประวัติผลงานด้านการเกษตร
3. การสอบสัมภาษณ์",2,A,10020101500203A,https://admission.ku.ac.th/majors/project/1/
7,คณะเกษตร,วท.บ. สาขาวิชาวิทยาศาสตร์เกษตร,102,,"1. กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6  
2. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 2.75 
3. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
5. ประวัติผลงานด้านการเกษตร ความยาวไม่เกิน 10 หน้า รวม 1 ไฟล์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน
2. ประวัติผลงานด้านการเกษตร
3. การสอบสัมภาษณ์",2,A,10020101500204A,https://admission.ku.ac.th/majors/project/1/
8,คณะเกษตร,วท.บ. สาขาวิชาเกษตรเขตร้อน,20,,"1. กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6  
2. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 2.75 
3. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
5. ประวัติผลงานด้านการเกษตร ความยาวไม่เกิน 10 หน้า รวม 1 ไฟล์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน
2. ประวัติผลงานด้านการเกษตร
3. การสอบสัมภาษณ์",2,A,10020101500205A,https://admission.ku.ac.th/majors/project/1/
9,คณะเกษตร,วท.บ. สาขาวิชาคหกรรมศาสตร์,21,,"1. กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6  
2. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 2.75 
3. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
5. ประวัติผลงานด้านการเกษตร ความยาวไม่เกิน 10 หน้า รวม 1 ไฟล์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน
2. ประวัติผลงานด้านการเกษตร
3. การสอบสัมภาษณ์",2,A,10020101500301A,https://admission.ku.ac.th/majors/project/1/
10,คณะประมง,วท.บ. สาขาวิชาประมง,180,,"1. กำลังศึกษาหรือสำเร็จการศึกษา ดังนี้ ข้อใดข้อหนึ่ง
&nbsp;&nbsp;&nbsp;&nbsp 1.1 กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า โดยเรียนรายวิชาในกลุ่มสาระการเรียนรู้วิทยาศาสตร์และเทคโนโลยี ไม่ต่ำกว่า 22 หน่วยกิต และกลุ่มสาระการเรียนรู้คณิตศาสตร์ ไม่ต่ำกว่า 12 หน่วยกิต 
&nbsp;&nbsp;&nbsp;&nbsp 1.2 กำลังศึกษาหรือสำเร็จการศึกษาในระดับประกาศนียบัตรวิชาชีพ (ปวช.) สาขาวิชาประมง หรือสาขาที่เกี่ยวข้องกับการประมง  
2. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน และ/หรือประวัติผลงาน ดังนี้ ข้อใดข้อหนึ่ง
&nbsp;&nbsp;&nbsp;&nbsp 2.1 ผลการเรียนเฉลี่ยสะสม (GPAX) ไม่ต่ำกว่า 3.00 และมีผลการเรียนเฉลี่ยในกลุ่มสาระการเรียนรู้คณิตศาสตร์ ไม่ต่ำกว่า 3.25 และกลุ่มสาระการเรียนรู้วิทยาศาสตร์และเทคโนโลยี ไม่ต่ำกว่า 3.25      
&nbsp;&nbsp;&nbsp;&nbsp 2.2 ผลการเรียนเฉลี่ยสะสม (GPAX) ไม่ต่ำกว่า 2.50 และได้รับรางวัลจากการประกวดด้านการประมงหรือวิทยาศาสตร์ระดับจังหวัดขึ้นไป 
&nbsp;&nbsp;&nbsp;&nbsp 2.3 ผลการเรียนเฉลี่ยสะสม (GPAX) ไม่ต่ำกว่า 2.75 และมีประวัติผลงานด้านการประมงหรือวิทยาศาสตร์ อย่างน้อย 1 ผลงาน พร้อมรูปภาพการเข้าร่วมกิจกรรมหรือเคยเข้าร่วมกิจกรรมทางด้านวิชาการ จัดโดยคณะประมง มหาวิทยาลัยเกษตรศาสตร์ พร้อมแนบหลักฐานการเข้าร่วมกิจกรรม 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. ผลการเรียนเฉลี่ยสะสม (GPAX) 
2. ประวัติผลงานตามคุณสมบัติเฉพาะของผู้สมัครข้อ 2
3. การสอบสัมภาษณ์
4. สำหรับผู้ที่ผ่านเกณฑ์การคัดเลือกเข้าศึกษา จะได้รับการพิจารณาให้ทุนการศึกษาภายใต้ ""ทุนเลิศมัจฉา"" จำนวน 10 ทุน ทุนละ 30,000 บาท/ปีการศึกษา โดยเรียนตามหลักสูตร 4 ปีการศึกษา การคัดเลือกให้เป็นไปตามประกาศคณะประมง มหาวิทยาลัยเกษตรศาสตร์ โดยมีเงื่อนไข ดังนี้
    4.1 ผลการเรียนเฉลี่ยสะสม (GPAX) ไม่ต่ำกว่า 3.00
    4.2 ผลการเรียนเฉลี่ยกลุ่มสาระการเรียนรู้วิทยาศาสตร์และเทคโนโลยี ไม่ต่ำกว่า 3.25
    4.3 ผลการเรียนเฉลี่ยกลุ่มสาระการเรียนรู้คณิตศาสตร์ ไม่ต่ำกว่า 3.25
    4.4 ผลการเรียนเฉลี่ยกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ (ภาษาอังกฤษ) ไม่ต่ำกว่า 3.00",3,A,10020102500601A,https://admission.ku.ac.th/majors/project/1/
11,คณะวนศาสตร์,วท.บ. สาขาวิชาวนศาสตร์,250,,"1. กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. คะแนนเฉลี่ยรายวิชากลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 2.75 
5. คะแนนเฉลี่ยรายวิชากลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 2.75 
6. คะแนนเฉลี่ยรายวิชากลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 2.50 
7. ประวัติผลงานด้านการอนุรักษ์ทรัพยากรธรรมชาติและสิ่งแวดล้อม หรือผลงานการแข่งขันหรือการประกวดด้านการอนุรักษ์ทรัพยากรธรรมชาติและสิ่งแวดล้อม หรือวิทยาศาสตร์ ความยาวไม่เกิน 10 หน้า (ไม่รวมปก คำนำ สารบัญ) รวม 1 ไฟล์ ","1. ประวัติผลงานด้านการอนุรักษ์ทรัพยากรธรรมชาติและสิ่งแวดล้อม หรือผลงานการแข่งขันหรือการประกวดด้านการอนุรักษ์ทรัพยากรธรรมชาติและสิ่งแวดล้อม หรือวิทยาศาสตร์ 
2. การวิ่งทดสอบสมรรถภาพทางร่างกาย ระยะทาง 2.4 กิโลเมตร ภายในเวลา 20 นาที (ทดสอบในวันสอบสัมภาษณ์)",4,A,10020103501001A,https://admission.ku.ac.th/majors/project/1/
12,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาเคมีอุตสาหกรรม,5,,"1. กำลังศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
5. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 3.00 
6. คะแนนเฉลี่ยรายวิชากลุ่มสาระการเรียนรู้วิทยาศาสตร์ รวม 4 ภาคเรียน  ไม่ต่ำกว่า 3.00 
7. ประวัติผลงานด้านการประกวดโครงการทางวิทยาศาสตร์ หรือมีประวัติเข้าร่วมแข่งขันตอบปัญหาทางวิทยาศาสตร์ ความยาวไม่เกิน 10 หน้า (ไม่รวมปก คำนำ สารบัญ) รวม 1 ไฟล์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. ประวัติผลงานด้านวิทยาศาสตร์
2. การสอบสัมภาษณ์",5,A,10020104210404A,https://admission.ku.ac.th/majors/project/1/
13,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาชีวเคมี,15,,"1. กำลังศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
5. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 3.00 
6. คะแนนเฉลี่ยรายวิชากลุ่มสาระการเรียนรู้วิทยาศาสตร์ รวม 4 ภาคเรียน  ไม่ต่ำกว่า 3.00 
7. มีประวัติผลงานด้านการประกวดโครงการทางวิทยาศาสตร์ หรือมีประวัติเข้าร่วมแข่งขันตอบปัญหาทางวิทยาศาสตร์ ความยาวไม่เกิน 10 หน้า (ไม่รวมปก คำนำ สารบัญ) รวม 1 ไฟล์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. ประวัติผลงานด้านวิทยาศาสตร์
2. การสอบสัมภาษณ์",5,A,10020104210601A,https://admission.ku.ac.th/majors/project/1/
14,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาชีววิทยา,10,,"1. กำลังศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 2.75 
5. มีประวัติผลงาน (Portfolio) ด้านวิทยาศาสตร์ เช่น หลักฐานการเข้าร่วมประกวดโครงงานทางวิทยาศาสตร์ความยาวไม่เกิน 10 หน้า (ไม่รวมปก คำนำ สารบัญ) รวม 1 ไฟล์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. ประวัติผลงาน (Portfolio) ด้านวิทยาศาสตร์
2. การสอบสัมภาษณ์ 
&nbsp;&nbsp;&nbsp;&nbsp 2.1 ความรู้พื้นฐานด้านชีววิทยา/สัตววิทยา 50%
&nbsp;&nbsp;&nbsp;&nbsp 2.2 ทัศนคติ 50%",5,A,10020104210701A,https://admission.ku.ac.th/majors/project/1/
15,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาชีววิทยา วิชาเอกสัตววิทยา,10,,"1. กำลังศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 2.75 
5. มีประวัติผลงาน (Portfolio) ด้านวิทยาศาสตร์ เช่น หลักฐานการเข้าร่วมประกวดโครงงานทางวิทยาศาสตร์ความยาวไม่เกิน 10 หน้า (ไม่รวมปก คำนำ สารบัญ) รวม 1 ไฟล์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. ประวัติผลงาน (Portfolio) ด้านวิทยาศาสตร์
2. การสอบสัมภาษณ์ 
&nbsp;&nbsp;&nbsp;&nbsp 2.1 ความรู้พื้นฐานด้านชีววิทยา/สัตววิทยา 50%
&nbsp;&nbsp;&nbsp;&nbsp 2.2 ทัศนคติ 50%",5,A,10020104210701A,https://admission.ku.ac.th/majors/project/1/
16,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาวิทยาศาสตร์ชีวภาพรังสี,15,,"1. กำลังศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
5. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 3.00 
6. คะแนนเฉลี่ยรายวิชากลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 3.00 
7. มีประวัติผลงานเชิงประจักษ์ (Portfolio) ดีเด่นด้านวิทยาศาสตร์ ความยาวไม่เกิน 10 หน้า (ไม่รวมปก คำนำ สารบัญ) รวม 1 ไฟล์ 
8. เรียงความแสดงเจตจำนงในการเข้าศึกษา (Statement of Purpose) 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. ประวัติผลงานเชิงประจักษ์ (Portfolio) ดีเด่นด้านวิทยาศาสตร์
2. เรียงความแสดงเจตจำนงในการเข้าศึกษา (Statement of Purpose) 
3. การสอบสัมภาษณ์ ",5,A,10020104210702A,https://admission.ku.ac.th/majors/project/1/
17,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาวิทยาศาสตร์พื้นพิภพ,20,,"1. กำลังศึกษาหรือสำเร็จการศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า    
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. หน่วยกิตกลุ่มสาระการเรียนรู้ภาษาต่างประเทศ  ไม่ต่ำกว่า 9.00 หน่วยกิต
5. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 3.00 
6. คะแนนเฉลี่ยรายวิชากลุ่มสาระการเรียนรู้วิทยาศาสตร์ รวม 4 ภาคเรียน  ไม่ต่ำกว่า 3.00 
7. คะแนนเฉลี่ยรายวิชากลุ่มสาระการเรียนรู้คณิตศาสตร์ รวม 4 ภาคเรียน  ไม่ต่ำกว่า 3.00 
8. ประวัติผลงาน โดยมีผลงานทางวิชาการ หรือโครงงานวิทยาศาสตร์ในระดับมัธยมศึกษาตอนปลายที่น่าสนใจ หรือได้รับรางวัลวิชาการในระดับโรงเรียน ระดับเขตพื้นที่ ระดับชาติ หรือระดับนานาชาติ ความยาวไม่เกิน 10 หน้า (ไม่รวมปก คำนำ สารบัญ) รวม 1 ไฟล์ 
9. สุขภาพ : เป็นบุคคลที่ไม่มีอาการตาบอดสี (ส่งใบรับรองแพทย์ในวันสอบสัมภาษณ์) 
10. อื่น ๆ: มีผลงานจิตอาสาหรือบำเพ็ญประโยชน์ส่วนรวม 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 4 ธ.ค. 67","1. การสอบสัมภาษณ์
&nbsp;&nbsp;&nbsp;&nbsp 1.1 คำถามเชิงวิชาการด้านวิทยาศาสตร์และเทคโนโลยี
&nbsp;&nbsp;&nbsp;&nbsp 1.2 ทัศนคติและความเหมาะสมในการศึกษา ความคิดสร้างสรรค์ และนวัตกรรม
&nbsp;&nbsp;&nbsp;&nbsp 1.3 ความสามารถในการใช้ภาษาต่างประเทศ
&nbsp;&nbsp;&nbsp;&nbsp 1.4 กิจกรรมจิตอาสา บำเพ็ญประโยชน์เพื่อส่วนรวม สำนึกดี
&nbsp;&nbsp;&nbsp;&nbsp 1.5 ความสามารถพิเศษด้านต่างๆ (ระบุ) โดยนำมาพิจารณาร่วมในหัวข้อที่เกี่ยวข้อง",5,A,10020104212301A,https://admission.ku.ac.th/majors/project/1/
18,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาพฤกษศาสตร์,25,,"1. กำลังศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 2.75 
5. ประวัติผลงานเชิงประจักษ์ (Portfolio) หรือเรียงความแสดงเจตจำนงในการเข้าศึกษา (Statement of Purpose) ความยาวไม่เกิน 10 หน้า (ไม่รวมปก คำนำ สารบัญ) รวม 1 ไฟล์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. ประวัติผลงานเชิงประจักษ์ (Portfolio) หรือเรียงความแสดงเจตจำนงในการเข้าศึกษา (Statement of Purpose)
2. การสอบสัมภาษณ์",5,A,10020104212501A,https://admission.ku.ac.th/majors/project/1/
19,คณะวิทยาศาสตร์,วท.บ. สาขาวิชาพันธุศาสตร์,20,,"1. กำลังศึกษาชั้นมัธยมศึกษาปีที่ 6 หรือเทียบเท่า 
2. หน่วยกิตกลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 22.00 หน่วยกิต
3. หน่วยกิตกลุ่มสาระการเรียนรู้คณิตศาสตร์  ไม่ต่ำกว่า 12.00 หน่วยกิต
4. ผลการเรียนเฉลี่ยสะสม (GPAX) 4 ภาคเรียน  ไม่ต่ำกว่า 3.25 
5. คะแนนเฉลี่ยรายวิชากลุ่มสาระการเรียนรู้วิทยาศาสตร์  ไม่ต่ำกว่า 3.00 
6. มีประวัติผลงาน (Portfolio) ด้านวิทยาศาสตร์ เช่น หลักฐานการเข้าร่วมประกวดโครงงานทางวิทยาศาสตร์ ความยาวไม่เกิน 10 หน้า (ไม่รวมปก คำนำ สารบัญ) รวม 1 ไฟล์ 
กำหนดการสัมภาษณ์ (ถ้าผ่านการคัดเลือก): 3 ธ.ค. 67","1. ประวัติผลงาน (Portfolio) ด้านวิทยาศาสตร์
2. การสอบสัมภาษณ์
&nbsp;&nbsp;&nbsp;&nbsp 2.1 ความรู้ด้านพันธุศาสตร์ 60%
&nbsp;&nbsp;&nbsp;&nbsp 2.2 ทัศนคติ 40%",5,A,10020104212601A,https://admission.ku.ac.th/majors/project/1/
